filepath,run_dt,line_num_tot,vintage,prod_wine_name,geo_int,vol,price,section_path,page_number,wine_type,origin,varietal,pub_date
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,756,2000,Jasper Hill ‘Georgia's Paddock’,"Heathcote, Vic",750,524,Red Wine/Shiraz and Blends/Australia,25,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,757,2002,Jasper Hill ‘Georgia's Paddock’,"Heathcote, Vic",750,508,Red Wine/Shiraz and Blends/Australia,25,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,758,2020,Best’s ‘Hamill Hill’,"Grampians, Vic",750,175,Red Wine/Shiraz and Blends/Australia,25,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,759,2022,Mount Langi Ghiran ‘Talus’,"Grampians, Vic",750,190,Red Wine/Shiraz and Blends/Australia,25,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,760,2022,Place of Changing Winds ‘Shiraz Pinot’,"Macedon Ranges, Vic",750,240,Red Wine/Shiraz and Blends/Australia,25,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,761,2020,Dalwhinnie ‘ The Eagle’,"Pyrenees , Vic",750,440,Red Wine/Shiraz and Blends/Australia,25,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,762,2024,Bloody Hill Villages ‘Coldstream’,"Yarra Valley, Vic",750,90,Red Wine/Shiraz and Blends/Australia,25,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,763,2015,Levantine Hill ‘Melissa’s Paddock’,"Yarra Valley, Vic",750,410,Red Wine/Shiraz and Blends/Australia,25,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,764,2022,Mount Mary ‘Reflexion’,"Yarra Valley, Vic",750,175,Red Wine/Shiraz and Blends/Australia,25,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,765,2024,Timo Mayer,"Yarra Valley, Vic",750,165,Red Wine/Shiraz and Blends/Australia,25,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,766,2008,Yarra Yering ‘Dry Red Wine No.2’,"Yarra Valley, Vic",750,650,Red Wine/Shiraz and Blends/Australia,25,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,767,2019,Yarra Yering ‘Dry Red Wine No.2’,"Yarra Valley, Vic",375mL,180,Red Wine/Shiraz and Blends/Australia,25,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,768,2022,Yarra Yering ‘Dry Red Wine No.2’,"Yarra Valley, Vic",750,420,Red Wine/Shiraz and Blends/Australia,25,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,769,2023,Yarra Yering ‘Light Dry Red’,"Yarra Valley, Vic",750,220,Red Wine/Shiraz and Blends/Australia,25,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,770,2022,Yarra Yering ‘Underhill’,"Yarra Valley, Vic",750,320,Red Wine/Shiraz and Blends/Australia,25,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,771,2019,Yeringberg,"Yarra Valley, Vic",750,310,Red Wine/Shiraz and Blends/Australia,25,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,772,2022,Yeringberg,"Yarra Valley, Vic",750,280,Red Wine/Shiraz and Blends/Australia,25,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,775,2021,Glaetzer- Dixon ‘Mon Pére’,"Coal River/Derwent Valley,",750,180,Red Wine/Shiraz and Blends/Australia,26,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,776,2022,Pooley ‘J.R.D. Single Vineyard’,"Coal River Valley, Tas",750,370,Red Wine/Shiraz and Blends/Australia,26,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,777,2022,Shaw + Smith ‘Balhannah’,"Adelaide Hills, SA",750,250,Red Wine/Shiraz and Blends/Australia,26,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,778,2018,Shaw + Smith ‘Balhannah’,"Adelaide Hills, SA",1.5L,560,Red Wine/Shiraz and Blends/Australia,26,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,779,2022,Hentley Farm ‘The Beast’,"Barossa Valley, SA",750,295,Red Wine/Shiraz and Blends/Australia,26,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,780,2017,Hentley Farm ‘The Beast’,"Barossa Valley, SA",750,350,Red Wine/Shiraz and Blends/Australia,26,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,781,2022,Spinifex ‘Bete Noir’,"Barossa Valley, SA",750,100,Red Wine/Shiraz and Blends/Australia,26,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,782,2023,Torbreck ‘Hillside Vineyard’,"Barossa Valley, SA",750,95,Red Wine/Shiraz and Blends/Australia,26,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,783,2018,Henschke ‘Hill of Grace’,"Eden Valley, SA",750,1600,Red Wine/Shiraz and Blends/Australia,26,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,784,2021,Henschke ‘Mount Edelstone’,"Eden Valley, SA",750,690,Red Wine/Shiraz and Blends/Australia,26,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,785,2021,Iggy ‘H&C’,"Eden Valley, SA",750,215,Red Wine/Shiraz and Blends/Australia,26,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,786,2014,Clarendon Hills ‘Domaine’,"McLaren Vale, SA",750,130,Red Wine/Shiraz and Blends/Australia,26,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,787,2022,Mathew Atallah ‘Denton’s Block’,"McLaren Vale, SA",750,135,Red Wine/Shiraz and Blends/Australia,26,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,788,2020,"Swinney ‘Farvie’, Frankland River","Great Southern, WA",750,345,Red Wine/Shiraz and Blends/Australia,26,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,789,2022,Deep Woods Estate ‘Reserve’,"Margaret River, WA",750,225,Red Wine/Shiraz and Blends/Australia,26,Red Wine,Australia,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,791,2017,Domaine Rostaing ‘Ampodium’,"Côte-Rôtie, Rhône Valley",750,495,Red Wine/Shiraz and Blends/France,26,Red Wine,France,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,792,2019,Jean- Luc Jamet ‘Les Terrasses’,"Côte-Rôtie, Rhône Valley",750,690,Red Wine/Shiraz and Blends/France,26,Red Wine,France,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,793,2022,Alain Graillot,"Crozes Hermitage, Rhône",750,320,Red Wine/Shiraz and Blends/France,26,Red Wine,France,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,794,2020,Paul Jaboulet Aîné ‘La Chapelle’,"Hermitage, Rhône Valley",750,980,Red Wine/Shiraz and Blends/France,26,Red Wine,France,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,795,2019,"Domaine de la Grange des Pères,","VDP de l’Hérault, Languedoc",750,795,Red Wine/Shiraz and Blends/France,26,Red Wine,France,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,797,2021,Praeter ‘Vino Rosso blend’,"Langhe, Piemonte",750,130,Red Wine/Shiraz and Blends/Italy,26,Red Wine,Italy,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,799,2019,Jonata ‘Todos’ Ballard Canyon,"Santa Ynez Valley, California",750,310,Red Wine/Shiraz and Blends/USA,26,Red Wine,USA,Shiraz and Blends,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,804,2022,"Thomas Wines ‘Elevage’ , Semillon","Hunter Valley, NSW",500ml,90,Dessert Wine/Sweet Wine/Australia,27,Dessert Wine,Australia,Sweet Wine,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,805,2023,Margan ‘Botrytis’ Semillon,"Hunter Valley, NSW",375ml,105,Dessert Wine/Sweet Wine/Australia,27,Dessert Wine,Australia,Sweet Wine,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,806,2022,Bloodwood Wines ‘Silk Purse’,"Orange, NSW",375ml,90,Dessert Wine/Sweet Wine/Australia,27,Dessert Wine,Australia,Sweet Wine,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,807,2024,"Moun t Horrocks ‘Cordon Cut’ , Riesling","Clare Valley, SA",375ml,95,Dessert Wine/Sweet Wine/Australia,27,Dessert Wine,Australia,Sweet Wine,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,808,2024,"Cullen ‘Late Harvest’, Chenin Blanc","Margaret River, WA",375ml,110,Dessert Wine/Sweet Wine/Australia,27,Dessert Wine,Australia,Sweet Wine,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,810,2019,Pegasus Bay ‘Finale’ Noble,"North Canterbury, NZ",375ml,140,Dessert Wine/Sweet Wine/Rest of World,27,Dessert Wine,Rest of World,Sweet Wine,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,811,2007,Château Filhot,"Sauternes, FR",750ml,350,Dessert Wine/Sweet Wine/Rest of World,27,Dessert Wine,Rest of World,Sweet Wine,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,812,2020,Clos Lapeyre,"Jurançon, FR",375ml,80,Dessert Wine/Sweet Wine/Rest of World,27,Dessert Wine,Rest of World,Sweet Wine,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,813,2015,Marcel Deiss ‘ Altenberg de Bergheim ’,"Cru, Alsace, FR",750ml,635,Dessert Wine/Sweet Wine/Rest of World,27,Dessert Wine,Rest of World,Sweet Wine,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,814,2013,Domaine des Baumard ‘Quarts de,"Loire Valley, FR",750ml,520,Dessert Wine/Sweet Wine/Rest of World,27,Dessert Wine,Rest of World,Sweet Wine,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,815,2022,J.J. Prüm ‘Graacher Himmelreich’,"Mosel, Germany Auslese",750ml,440,Dessert Wine/Sweet Wine/Rest of World,27,Dessert Wine,Rest of World,Sweet Wine,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,818,NV,Pfeiffer Muscat,"Rutherglen, Vic",500ml,61,Dessert Wine/Fortified/Sweet,27,Dessert Wine,Sweet,Fortified,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,819,NV,Stanton & Killeen ‘Classic’ Topaque,"Rutherglen, Vic",500ml,95,Dessert Wine/Fortified/Sweet,27,Dessert Wine,Sweet,Fortified,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,820,2002,Stanton & Killeen ‘Vintage Fortified’,"Rutherglen, Vic",1500ml,460,Dessert Wine/Fortified/Sweet,27,Dessert Wine,Sweet,Fortified,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,821,NV,Chambers ‘Grand Muscat’,"Rutherglen, Vic",375ml,160,Dessert Wine/Fortified/Sweet,27,Dessert Wine,Sweet,Fortified,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,822,2003,Seppeltsfield ’21yo Tawny’,"Barossa, SA",750ml,180,Dessert Wine/Fortified/Sweet,27,Dessert Wine,Sweet,Fortified,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,823,1980,Lindeman’s ‘Vintage’ Port,"Multi-Regional, SA",750ml,370,Dessert Wine/Fortified/Sweet,27,Dessert Wine,Sweet,Fortified,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,824,NV,Egly-Ouriet ‘Pinot Noir Ratafia’,"Champagne, FR",750ml,340,Dessert Wine/Fortified/Sweet,27,Dessert Wine,Sweet,Fortified,2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,829,Toro,Amontillado ‘Viejísimo Solera 1922’,Montilla-Moriles,500ml,225,"Dessert Wine/Sherry, Spain/Dry",27,Dessert Wine,,"Sherry, Spain",2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,830,Toro,Oloroso ‘Marqués de Poley’ NV,Montilla-Moriles,500ml,104,"Dessert Wine/Sherry, Spain/Dry",27,Dessert Wine,,"Sherry, Spain",2025-07-12 00:00:00
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-10-15 10:49:33.426,832,2017,Equipo Navazos ‘Casa del Inca’ P.X.,Montilla-Moriles,750ml,210,"Dessert Wine/Sherry, Spain/Sweet",27,Dessert Wine,Sweet,"Sherry, Spain",2025-07-12 00:00:00
