filepath,pub_date,run_dt,line_num_tot,vintage,prod_wine_name,geo_int,vol,price,section_path,page_number
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,657,2020,Wantirna Estate ‘Hannah’,"Yarra Valley, Vic",750,390,Red Wine/Cabernet Franc/Australia,22
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,658,2023,Gertie,Clare Valley. SA,750,85,Red Wine/Cabernet Franc/Australia,22
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,659,2022,Parley ‘Fever’,"Langhorne Creek, SA",750,90,Red Wine/Cabernet Franc/Australia,22
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,660,2021,Terre à Terre ‘ Crayères Vineyard ’,"Wrattonbully, SA",750,120,Red Wine/Cabernet Franc/Australia,22
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,661,2014,Terre à Terre ‘ Crayères Vineyard ’,"Wrattonbully, SA",750,160,Red Wine/Cabernet Franc/Australia,22
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,662,2015,Frankland Estate ‘Olmo’s Reward’,"Frankland River, WA",750,260,Red Wine/Cabernet Franc/Australia,22
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,663,2022,NOW,"Margaret River, WA",750,190,Red Wine/Cabernet Franc/Australia,22
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,665,2019,"A rnaud Lambert ‘ Brézé, Clos Tue- Loup’","Saumur, Loire Valley",750,220,Red Wine/Cabernet Franc/France,22
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,666,2022,Antoine Sanzay ‘La Paterne’,"Saumur-Champigny, Loire",750,200,Red Wine/Cabernet Franc/France,22
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,669,2021,Robert Stein ‘Reserve’,"Mudgee, NSW",750,220,Red Wine/Cabernet Sauvignon and Blends/Australia,22
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,670,2019,Bloodwood Wines,"Orange, NSW",750,135,Red Wine/Cabernet Sauvignon and Blends/Australia,22
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,671,2015,Mount Mary ‘JWDM’,"Yarra Valley, Vic",750,1250,Red Wine/Cabernet Sauvignon and Blends/Australia,22
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,672,2016,Mount Mary ‘Quintet’,"Yarra Valley, Vic",750,740,Red Wine/Cabernet Sauvignon and Blends/Australia,22
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,673,2021,Mount Mary ‘Quintet’,"Yarra Valley, Vic",750,540,Red Wine/Cabernet Sauvignon and Blends/Australia,22
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,674,2022,Yarra Yering ‘Agincourt blend’,"Yarra Valley, Vic",750,290,Red Wine/Cabernet Sauvignon and Blends/Australia,22
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,675,2018,Yarra Yering ‘Agincourt blend ’,"Yarra Valley, Vic",750,320,Red Wine/Cabernet Sauvignon and Blends/Australia,22
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,676,2022,Yarra Yering ‘Dry Red No 1 blend’,"Yarra Valley, Vic",750,395,Red Wine/Cabernet Sauvignon and Blends/Australia,22
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,677,2022,Yeringberg,"Yarra Valley, Vic",750,280,Red Wine/Cabernet Sauvignon and Blends/Australia,22
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,678,2022,Yeringberg ‘Yeringberg blend’,"Yarra Valley, Vic",750,280,Red Wine/Cabernet Sauvignon and Blends/Australia,22
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,679,2020,Wantirna Estate ‘Amelia’,"Yarra Valley, Vic",750,300,Red Wine/Cabernet Sauvignon and Blends/Australia,22
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,680,2023,Joshua Cooper ‘Cabernet b lend’,"Macedon/Pyrenees, Vic",750,150,Red Wine/Cabernet Sauvignon and Blends/Australia,22
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,681,2023,Joshua Cooper ‘Dash Farms’,"Macedon Ranges, Vic",750,175,Red Wine/Cabernet Sauvignon and Blends/Australia,22
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,682,2022,Yalumba ‘The Signature’,"Barossa, SA",750,210,Red Wine/Cabernet Sauvignon and Blends/Australia,22
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,685,2023,Gullyview Estate ‘Courtside’,"Clare Valley, SA",750,90,Red Wine/Cabernet Sauvignon and Blends/Australia,23
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,686,2021,Henschke ‘Cyril Henschke’,"Eden Valley, SA",750,490,Red Wine/Cabernet Sauvignon and Blends/Australia,23
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,687,2015,Hickinbotham ‘The Peake’,"McLaren Vale, SA",750,448,Red Wine/Cabernet Sauvignon and Blends/Australia,23
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,688,2016,Hickinbotham ‘Trueman’,"McLaren Vale, SA",750,310,Red Wine/Cabernet Sauvignon and Blends/Australia,23
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,689,2014,Terre à Terre ‘Crayères Vineyard’,"Wrattonbully, SA",750,180,Red Wine/Cabernet Sauvignon and Blends/Australia,23
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,690,2014,Yalumba ‘The Caley’,"Multi-Regional, SA",750,940,Red Wine/Cabernet Sauvignon and Blends/Australia,23
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,691,2020,Ashbrook Estate,"Margaret River, WA",750,90,Red Wine/Cabernet Sauvignon and Blends/Australia,23
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,692,2021,Cullen ‘Diana Madeline’,"Margaret River, WA",750,460,Red Wine/Cabernet Sauvignon and Blends/Australia,23
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,693,2016,Cullen ‘Vanya’,"Margaret River, WA",750,924,Red Wine/Cabernet Sauvignon and Blends/Australia,23
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,694,2017,Cullen ‘Vanya Flower Day’,"Margaret River, WA",750,980,Red Wine/Cabernet Sauvignon and Blends/Australia,23
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,695,2023,Moss Wood ‘Amy’s’,"Margaret River, WA",750,125,Red Wine/Cabernet Sauvignon and Blends/Australia,23
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,696,2021,Moss Wood,"Margaret River, WA",750,410,Red Wine/Cabernet Sauvignon and Blends/Australia,23
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,698,2012,Domaine de Trévallon,"Alpilles, Les",750,900,Red Wine/Cabernet Sauvignon and Blends/France,23
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,699,2021,Domaine de Trévallon,"Alpilles, Les",750,690,Red Wine/Cabernet Sauvignon and Blends/France,23
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,700,2018,Carruades de Lafite,"Pauillac, Bordeaux",750,1320,Red Wine/Cabernet Sauvignon and Blends/France,23
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,701,2018,Le Petit Mouton de Mouton Rothschild,"Pauillac, Bordeaux",750,1400,Red Wine/Cabernet Sauvignon and Blends/France,23
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,703,2018,Tenuta dell’ Ornellaia,"Bolgheri Superiore, Toscana",1.5L,2800,Red Wine/Cabernet Sauvignon and Blends/Italy,23
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,704,2014,Quintarelli ‘Alzero’,"Veneto, IT",750,1600,Red Wine/Cabernet Sauvignon and Blends/Italy,23
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,707,2023,Thick as Thieves ‘Levings’,"Yarra Valley, Vic",750,155,Red Wine/Merlot and Blends/Australia,23
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,708,2024,Timo Mayer,"Yarra Valley, Vic",750,165,Red Wine/Merlot and Blends/Australia,23
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,712,2023,Dhillon by Bindi ‘Col Mountain’,"Heathcote, Vic",750,120,Red Wine/Grenache and Blends/Australia,24
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,713,2022,Marli Russel ‘RP2 blend’,"Yarra Valley, Vic",750,145,Red Wine/Grenache and Blends/Australia,24
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,714,2017,Marli Russel ‘RP2 blend’,"Yarra Valley, Vic",750,170,Red Wine/Grenache and Blends/Australia,24
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,715,2023,Kin by Alkina,"Barossa Valley, SA",750,110,Red Wine/Grenache and Blends/Australia,24
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,716,2020,Alkina ‘Polygon 3’ - Schist/Limestone,"Barossa Valley, SA",750,690,Red Wine/Grenache and Blends/Australia,24
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,717,2022,Alkina ‘Polygon 3’ - Schist/Limestone,"Barossa Valley, SA",750,650,Red Wine/Grenache and Blends/Australia,24
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,718,2020,Alkina ‘Polygon 5’ - Clay/Schist,"Barossa Valley, SA",750,690,Red Wine/Grenache and Blends/Australia,24
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,719,2022,Alkina ‘Polygon 5’ - Clay/Schist,"Barossa Valley, SA",750,650,Red Wine/Grenache and Blends/Australia,24
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,720,2019,Charles Melton ‘Nine Popes GSM ’,"Barossa Valley, SA",750,295,Red Wine/Grenache and Blends/Australia,24
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,721,2023,Sp inifex ‘Papillon’,"Barossa Valley, SA",750,80,Red Wine/Grenache and Blends/Australia,24
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,722,2022,Seppeltsfield,"Barossa Valley, SA",750,75,Red Wine/Grenache and Blends/Australia,24
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,723,2021,Rusden ‘Christine’s Vineyard’,"Barossa Valley, SA",750,120,Red Wine/Grenache and Blends/Australia,24
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,724,2022,Tscharke ‘Stone Well’,"Barossa Valley, SA",750,130,Red Wine/Grenache and Blends/Australia,24
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,725,2023,Munda,Ngadjuri and Peramangk,750,110,Red Wine/Grenache and Blends/Australia,24
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,726,2022,Bourke & Travers ‘GSM’,"Clare Valley, SA",750,95,Red Wine/Grenache and Blends/Australia,24
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,727,2023,Bulman ‘Glen’s Vineyard’,"Eden Valley, SA",750,195,Red Wine/Grenache and Blends/Australia,24
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,728,2023,Ochota Barrels ‘ The Green Room’,"McLaren Vale, SA",750,100,Red Wine/Grenache and Blends/Australia,24
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,729,2022,Serafino,"McLaren Vale, SA",750,85,Red Wine/Grenache and Blends/Australia,24
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,730,2022,Willunga 100 ‘Trott Vineyard’,"McLaren Vale, SA",750,165,Red Wine/Grenache and Blends/Australia,24
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,731,2023,Swinney,"Frankland River, WA",750,120,Red Wine/Grenache and Blends/Australia,24
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,732,2022,Swinney ‘Farvie’,"Frankland River, WA",750,320,Red Wine/Grenache and Blends/Australia,24
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,734,1972,Xavier Vignon,"Châteauneuf-du-Pape, Rhône","Valley,",965,Red Wine/Grenache and Blends/Rest of the World,24
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,735,2021,Domaine La Bouîssiere,"Gigondas, Rhône Valley, FR",750,260,Red Wine/Grenache and Blends/Rest of the World,24
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,736,2019,Clos Mogador ‘Priorat Tinto’,"Priorat, ESP",750,520,Red Wine/Grenache and Blends/Rest of the World,24
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,739,2022,"Tempranillo, Mount Majura","Canberra District, NSW",750,155,"Red Wine/Tempranillo, Touriga Nacional and Blends/Australia",24
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,740,2020,Yarra Yering ‘Dry Red No.3 blend ’,"Yarra Valley, Vic",750,235,"Red Wine/Tempranillo, Touriga Nacional and Blends/Australia",24
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,741,2022,Seppeltsfield ‘EC3 blend’,"Barossa, SA",750,110,"Red Wine/Tempranillo, Touriga Nacional and Blends/Australia",24
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,745,2019,Cullarin ‘Block 71’,"Canberra District, NSW",750,120,Red Wine/Shiraz and Blends/Australia,25
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,746,2014,Mount Pleasant ‘Maurice O'Shea’,"Hunter Valley, NSW",750,610,Red Wine/Shiraz and Blends/Australia,25
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,747,2022,Thomas ‘Sweetwater Ridge’,"Hunter Valley, NSW",750,95,Red Wine/Shiraz and Blends/Australia,25
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,748,1996,Tyrrell’s ‘Vat 9’,"Hunter Valley, NSW",750,540,Red Wine/Shiraz and Blends/Australia,25
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,749,2011,Tyrrell’s ‘Johnno’s Vineyard’,"Hunter Valley, NSW",750,460,Red Wine/Shiraz and Blends/Australia,25
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,750,2019,Tyrrell’s ‘Johnno’s Vineyard’,"Hunter Valley, NSW",750,390,Red Wine/Shiraz and Blends/Australia,25
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,751,2013,Tyrrell’s ‘Old Patch’,"Hunter Valley, NSW",750,460,Red Wine/Shiraz and Blends/Australia,25
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,752,2021,Tyrrell’s ‘Old Patch’,"Hunter Valley, NSW",750,390,Red Wine/Shiraz and Blends/Australia,25
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,753,2022,Tyrrell’s ‘8 Acres’,"Hunter Valley, NSW",750,440,Red Wine/Shiraz and Blends/Australia,25
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,754,2018,Dhillon by Bindi ‘Col Mountain’,"Heathcote, Vic",750,210,Red Wine/Shiraz and Blends/Australia,25
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,755,2023,Demi By Syrahmi,"Heathcote, Vic",750,90,Red Wine/Shiraz and Blends/Australia,25
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,756,2000,Jasper Hill ‘Georgia's Paddock’,"Heathcote, Vic",750,524,Red Wine/Shiraz and Blends/Australia,25
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,757,2002,Jasper Hill ‘Georgia's Paddock’,"Heathcote, Vic",750,508,Red Wine/Shiraz and Blends/Australia,25
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,758,2020,Best’s ‘Hamill Hill’,"Grampians, Vic",750,175,Red Wine/Shiraz and Blends/Australia,25
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,759,2022,Mount Langi Ghiran ‘Talus’,"Grampians, Vic",750,190,Red Wine/Shiraz and Blends/Australia,25
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,760,2022,Place of Changing Winds ‘Shiraz Pinot’,"Macedon Ranges, Vic",750,240,Red Wine/Shiraz and Blends/Australia,25
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,761,2020,Dalwhinnie ‘ The Eagle’,"Pyrenees , Vic",750,440,Red Wine/Shiraz and Blends/Australia,25
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,762,2024,Bloody Hill Villages ‘Coldstream’,"Yarra Valley, Vic",750,90,Red Wine/Shiraz and Blends/Australia,25
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,763,2015,Levantine Hill ‘Melissa’s Paddock’,"Yarra Valley, Vic",750,410,Red Wine/Shiraz and Blends/Australia,25
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,764,2022,Mount Mary ‘Reflexion’,"Yarra Valley, Vic",750,175,Red Wine/Shiraz and Blends/Australia,25
/Users/jonathan/jonathan/projects/wine_wiki/wine_data_mining/orc_airflow/orc_airflow/resources/bennelong_wine_list.pdf,2025-06-12 00:00:00,2025-09-10 14:52:01.414,765,2024,Timo Mayer,"Yarra Valley, Vic",750,165,Red Wine/Shiraz and Blends/Australia,25
